λ,k,T,x,su
10.0,3.0,0.01,8.0,0.9272825642265905
10.0,3.0,0.01,10.0,0.8677014458364238
10.0,3.0,0.01,15.0,0.6492842303224935
10.0,3.0,0.01,30.0,0.07663893947743511
10.0,3.0,0.05,2.0,0.9979719974416419
10.0,3.0,0.05,8.0,0.83404814477072
10.0,3.0,0.05,10.0,0.6784081838125362
10.0,3.0,0.05,15.0,0.22727350307773153
10.0,3.0,0.05,30.0,1.1972019171236513e-5
10.0,3.0,0.25,2.0,0.9999950945747309
10.0,3.0,0.25,8.0,0.8897388909723716
10.0,3.0,0.25,10.0,0.5797884560802862
10.0,3.0,0.25,15.0,0.009715325424488722
10.0,3.0,0.25,30.0,2.2774857745256998e-23
10.0,3.0,1.0,2.0,0.9999999999999999
10.0,3.0,1.0,8.0,0.9826489647031396
10.0,3.0,1.0,10.0,0.5398942280401449
10.0,3.0,1.0,15.0,4.385376552611758e-7
10.0,3.0,1.0,30.0,8.2537919219834e-89
10.0,10.0,0.001,2.0,0.9999999999999999
10.0,10.0,0.001,8.0,0.9999999997409446
10.0,10.0,0.001,10.0,0.9999999976228864
10.0,10.0,0.001,15.0,0.9999998697995667
10.0,10.0,0.001,30.0,0.9998988860999137
10.0,10.0,0.01,2.0,0.9999999999840666
10.0,10.0,0.01,8.0,0.9999866485676804
10.0,10.0,0.01,10.0,0.9998912340709041
10.0,10.0,0.01,15.0,0.9960430042855998
10.0,10.0,0.01,30.0,0.612145960294358
10.0,10.0,0.05,2.0,0.9999999934395476
10.0,10.0,0.05,8.0,0.9964116115732167
10.0,10.0,0.05,10.0,0.9777243364563626
10.0,10.0,0.05,15.0,0.6944014426556328
10.0,10.0,0.05,30.0,0.00037169503332625106
10.0,10.0,0.25,2.0,0.9999999983166394
10.0,10.0,0.25,8.0,0.977922451285192
10.0,10.0,0.25,10.0,0.8172261759464622
10.0,10.0,0.25,15.0,0.038461486742619753
10.0,10.0,0.25,30.0,1.0636893033005411e-21
10.0,10.0,1.0,2.0,1.0
10.0,10.0,1.0,8.0,0.9938483220633911
10.0,10.0,1.0,10.0,0.6739028179369191
10.0,10.0,1.0,15.0,1.807969572254978e-6
10.0,10.0,1.0,30.0,3.8596058463890404e-87
50.0,1.0001,0.001,10.0,0.9259495874630551
50.0,1.0001,0.001,40.0,0.6263135208335927
50.0,1.0001,0.001,50.0,0.5007965264201503
50.0,1.0001,0.001,75.0,0.21464416191769792
50.0,1.0001,0.001,150.0,0.0007827490409016125
50.0,1.0001,0.01,10.0,0.999968332532431
50.0,1.0001,0.01,40.0,0.8413474689364602
50.0,1.0001,0.01,50.0,0.5000040166864769
50.0,1.0001,0.01,75.0,0.0062098081081405545
50.0,1.0001,0.01,150.0,7.592549273601649e-24
50.0,1.0001,0.05,10.0,1.0
50.0,1.0001,0.05,40.0,0.9873265043305474
50.0,1.0001,0.05,50.0,0.5000017865144656
50.0,1.0001,0.05,75.0,1.1529817316443428e-8
50.0,1.0001,0.05,150.0,4.749731596409072e-111
50.0,1.0001,0.25,10.0,1.0
50.0,1.0001,0.25,40.0,0.9999997133517466
50.0,1.0001,0.25,50.0,0.500000798097529
50.0,1.0001,0.25,75.0,3.7462190221549575e-36
50.0,1.0001,0.25,150.0,0.0
50.0,1.0001,1.0,10.0,1.0
50.0,1.0001,1.0,40.0,1.0
50.0,1.0001,1.0,50.0,0.5000003989691382
50.0,1.0001,1.0,75.0,3.059593037204208e-138
50.0,1.0001,1.0,150.0,0.0
50.0,1.5,0.001,10.0,0.966579763573881
50.0,1.5,0.001,40.0,0.6983252371829518
50.0,1.5,0.001,50.0,0.5692751307088911
50.0,1.5,0.001,75.0,0.25609859878526026
50.0,1.5,0.001,150.0,0.0010576781769165097
50.0,1.5,0.01,10.0,0.9999797403792102
50.0,1.5,0.01,40.0,0.8545777984030528
50.0,1.5,0.01,50.0,0.5200748626266102
50.0,1.5,0.01,75.0,0.00696087691474609
50.0,1.5,0.01,150.0,9.99176572540497e-24
50.0,1.5,0.05,10.0,1.0
50.0,1.5,0.05,40.0,0.9881221833666758
50.0,1.5,0.05,50.0,0.5089318244980277
50.0,1.5,0.05,75.0,1.27595127114574e-8
50.0,1.5,0.05,150.0,6.250653916224694e-111
50.0,1.5,0.25,10.0,1.0
50.0,1.5,0.25,40.0,0.9999997294867989
50.0,1.5,0.25,50.0,0.5039904211038124
50.0,1.5,0.25,75.0,4.145787922769991e-36
50.0,1.5,0.25,150.0,0.0
